id_code|clean_code|Description|parent_description
4902|711890|Coin of legal tender|NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN
4903|720011|BASE METALS AND ARTICLES OF BASE METAL|IRON AND STEEL
4904|720021|IRON AND STEEL|IRON AND STEEL
4906|720100|Pig iron and spiegeleisen, in pigs, blocks or other primary forms|IRON AND STEEL
4907|720110|Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of phosphorous|IRON AND STEEL
4908|720120|Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus|IRON AND STEEL
4909|720150|Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms|IRON AND STEEL
4910|720200|Ferro-alloys|IRON AND STEEL
4912|720211|Ferro-manganese, containing by weight > 2% of carbon|IRON AND STEEL
4913|720219|Ferro-manganese, containing by weight <= 2% carbon|IRON AND STEEL
4915|720221|Ferro-silicon, containing by weight > 55% of silicon|IRON AND STEEL
4916|720229|Ferro-silicon, containing by weight <= 55% silicon|IRON AND STEEL
4917|720230|Ferro-silico-manganese|IRON AND STEEL
4919|720241|Ferro-chromium, containing by weight > 4% of carbon|IRON AND STEEL
4920|720249|Ferro-chromium, containing by weight <= 4% of carbon|IRON AND STEEL
4921|720250|Ferro-silico-chromium|IRON AND STEEL
4922|720260|Ferro-nickel|IRON AND STEEL
4923|720270|Ferro-molybdenum|IRON AND STEEL
4924|720280|Ferro-tungsten and ferro-silico-tungsten|IRON AND STEEL
4926|720291|Ferro-titanium and ferro-silico-titanium|IRON AND STEEL
4927|720292|Ferro-vanadium|IRON AND STEEL
4928|720293|Ferro-niobium|IRON AND STEEL
4929|720299|Ferro-alloys (excl. ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ferro-silico-chromium, ferro-nickel, ferro-molybdenum, ferro-tungsten, ferro-silico-tungsten, ferro-titanium, ferro-silico-titanium, ferro-vanadium and ferro-niobium)|IRON AND STEEL
4930|720300|Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94%, in lumps, pellets or similar forms|IRON AND STEEL
4931|720310|Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms|IRON AND STEEL
4932|720390|Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of >= 99,94%, in lumps, pellets or similar forms|IRON AND STEEL
4933|720400|Ferrous waste and scrap; remelting scrap ingots of iron or steel (excl. slag, scale and other waste from the production of iron or steel; radioactive waste and scrap; fragments of pigs, blocks or other primary forms of pig iron or spiegeleisen)|IRON AND STEEL
4934|720410|Waste and scrap, of cast iron (excl. radioactive)|IRON AND STEEL
4936|720421|Waste and scrap of stainless steel (excl. radioactive, and waste and scrap of batteries and electric accumulators)|IRON AND STEEL
4937|720429|Waste and scrap of alloy steel (excl. stainless steel, and waste and scrap, radioactive, or waste and scrap from batteries and electric accumulators)|IRON AND STEEL
4938|720430|Waste and scrap of tinned iron or steel (excl. radioactive, and waste and scrap of batteries and electric accumulators)|IRON AND STEEL
4940|720441|Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings of iron or steel, whether or not in bundles (excl. those of cast iron, alloy steel or tinned iron or steel)|IRON AND STEEL
4941|720449|Waste and scrap of iron or steel (excl. slag, scale and other waste of the production of iron and steel; radioactive waste and scrap; fragments of pigs, blocks or other primary forms of pig iron or spiegeleisen; waste and scrap of cast iron, alloy steel or tinned iron or steel; turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings; waste and scrap of primary cells, primary batteries and electric accumulators)|IRON AND STEEL
4942|720450|Remelting scrap ingots of iron or steel (excl. products whose chemical composition conforms to the definitions of pig iron, spiegeleisen, or ferro-alloys)|IRON AND STEEL
4943|720500|"Granules and powders of pig iron, spiegeleisen, iron or steel (excl. granules and powders of ferro-alloys, turnings and filings of iron or steel, radioactive iron powders ""isotopes"" and certain low-calibre, substandard balls for ballbearings)"|IRON AND STEEL
4944|720510|Granules, of pig iron, spiegeleisen, iron or steel (excl. granules of ferro-alloys, turnings and filings of iron or steel, certain small calibre items, defective balls for ball-bearings)|IRON AND STEEL
4946|720521|"Powders, of alloy steel (excl. powders of ferro-alloys and radioactive iron powders ""isotopes"")"|IRON AND STEEL
4947|720529|"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excl. powders of ferro-alloys and radioactive iron powders ""isotopes"")"|IRON AND STEEL
4949|720600|Iron and non-alloy steel in ingots or other primary forms (excl. remelting scrap ingots, products obtained by continuous casting and iron of heading 7203)|IRON AND STEEL
4950|720610|Ingots, of iron and non-alloy steel (excl. remelted scrap ingots, continuous cast products, iron of heading 7203)|IRON AND STEEL
4951|720690|Iron and non-alloy steel, in puddled bars or other primary forms (excl. ingots, remelted scrap ingots, continuous cast products, iron of heading 7203)|IRON AND STEEL
4952|720700|Semi-finished products of iron or non-alloy steel|IRON AND STEEL
4954|720711|Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, of square or rectangular cross-section, the width measuring < twice the thickness|IRON AND STEEL
4955|720712|"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, of rectangular ""other than square"" cross-section, the width measuring >= twice the thickness"|IRON AND STEEL
4956|720719|Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, of circular cross-section, or of a cross-section other than square or rectangular|IRON AND STEEL
4957|720720|Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon|IRON AND STEEL
4958|720800|Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, plated or coated|IRON AND STEEL
4959|720810|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, with patterns in relief directly due to the rolling process|IRON AND STEEL
4961|720825|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm, pickled, without patterns in relief|IRON AND STEEL
4962|720826|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 3 mm but < 4,75 mm, pickled, without patterns in relief|IRON AND STEEL
4963|720827|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of < 3 mm, pickled, without patterns in relief|IRON AND STEEL
4965|720836|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 10 mm, not pickled, without patterns in relief|IRON AND STEEL
4966|720837|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm but < 10 mm, not pickled, without patterns in relief|IRON AND STEEL
4967|720838|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 3 mm but < 4,75 mm, not pickled, without patterns in relief|IRON AND STEEL
4968|720839|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of < 3 mm, not pickled, without patterns in relief|IRON AND STEEL
4969|720840|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, with patterns in relief directly due to the rolling process|IRON AND STEEL
4971|720851|Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of > 10 mm, without patterns in relief|IRON AND STEEL
4972|720852|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm but <= 10 mm, without patterns in relief|IRON AND STEEL
4973|720853|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 3 mm but < 4,75 mm, without patterns in relief|IRON AND STEEL
4974|720854|Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of < 3 mm, without patterns in relief|IRON AND STEEL
4975|720890|Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, but not clad, plated or coated|IRON AND STEEL
4976|720900|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", not clad, plated or coated"|IRON AND STEEL
4978|720915|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of >= 3 mm"|IRON AND STEEL
4979|720916|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of > 1 mm but < 3 mm"|IRON AND STEEL
4980|720917|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of >= 0,5 mm but <= 1 mm"|IRON AND STEEL
4981|720918|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of < 0,5 mm"|IRON AND STEEL
4983|720925|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of >= 3 mm"|IRON AND STEEL
4984|720926|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of > 1 mm but < 3 mm"|IRON AND STEEL
4985|720927|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of >= 0,5 mm but <= 1 mm"|IRON AND STEEL
4986|720928|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of < 0,5 mm"|IRON AND STEEL
4987|720990|"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", and further worked, but not clad, plated or coated"|IRON AND STEEL
4988|721000|"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated"|IRON AND STEEL
4990|721011|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", tinned, of a thickness of >= 0,5 mm"|IRON AND STEEL
4991|721012|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", tinned, of a thickness of < 0,5 mm"|IRON AND STEEL
4992|721020|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with lead, incl. terne-plate"|IRON AND STEEL
4993|721030|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", electrolytically plated or coated with zinc"|IRON AND STEEL
4995|721041|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", corrugated, plated or coated with zinc (excl. electrolytically plated or coated with zinc)"|IRON AND STEEL
4996|721049|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not corrugated, plated or coated with zinc (excl. electrolytically plated or coated with zinc)"|IRON AND STEEL
4997|721050|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with chromium oxides or with chromium and chromium oxides"|IRON AND STEEL
4999|721061|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with aluminium-zinc alloys"|IRON AND STEEL
5000|721069|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with aluminium (excl. products plated or coated with aluminium-zinc alloys)"|IRON AND STEEL
5001|721070|"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", painted, varnished or coated with plastics"|IRON AND STEEL
5002|721090|"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated (excl. tinned, plated or coated with lead, zinc, chromium oxides, chromium and chromium oxides, or aluminium, painted, varnished or coated with plastics)"|IRON AND STEEL
5003|721100|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not clad, plated or coated"|IRON AND STEEL
5005|721113|"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a width of > 150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as ""wide flats"""|IRON AND STEEL
5006|721114|"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm (excl. ""wide flats"")"|IRON AND STEEL
5007|721119|"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not clad, plated or coated, of a thickness < 4,75 mm (excl. ""wide flats"")"|IRON AND STEEL
5009|721123|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight < 0,25% of carbon"|IRON AND STEEL
5010|721129|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight >= 0,25% of carbon"|IRON AND STEEL
5011|721190|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coated"|IRON AND STEEL
5012|721200|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated"|IRON AND STEEL
5013|721210|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", tinned"|IRON AND STEEL
5014|721220|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", electrolytically plated or coated with zinc"|IRON AND STEEL
5015|721230|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", tinned (excl. electrolytically plated or coated with zinc)"|IRON AND STEEL
5016|721240|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", painted, varnished or coated with plastics"|IRON AND STEEL
5017|721250|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated (excl. tinned, plated or coated with zinc, painted, varnished or coated with plastics)"|IRON AND STEEL
5018|721260|"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad"|IRON AND STEEL
5019|721300|Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils|IRON AND STEEL
5020|721310|Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ribs, grooves or other deformations produced during the rolling process|IRON AND STEEL
